TimestepsSoFar,ESSRenyiHarmonic,InitialReturnMin,OptimizationReturnMax,MaxIW,ReturnStepMaxmin,Bound,EmpiricalD2Arithmetic,TimeElapsed,EpRewMean,StdIW,Inner Iteration,OptimizationReturnMin,EpLenMean,Epsilon,EmpiricalD2Harmonic,OptimizationReturnMean,MeanIW,InitialBound,MeanEntropy,InitialReturnStd,VarianceInitializer,MeanD2-0,ReturnMeanIW,MinTargetPdf,InitialReturnMax,MinIW,StdWReturnMean,LearnableVariance,EpThisIter,MinBehavPdf,Iteration,Penalization,InitialReturnMean,ReturnStepMax,EpisodesSoFar,WReturnMean,DivergenceHarmonic,ESSRenyiArithmetic
12556008,8.095576e-05,439.63507,4559.93,48.483597,10.0,-inf,617621.25,3517.3054416179657,3225.676208552169,10.197064,6,,323.34,1.0,617621.25,2786.0413,3.2057226,-inf,0.4189424,1489.779,-1.0,617621.25,8748811.0,-237.80359,4999.5654,6.52373e-15,,,50,-230.21434,82,True,3225.6763,10.0,40800,8748811.0,inf,8.095576e-05
12573463,9.6505246e-05,449.71484,4549.8926,196.72652,10.0,-inf,518106.56,3521.741369485855,3483.860188148302,27.521952,7,,349.1,1.0,518106.56,3034.1453,4.8566318,-inf,0.4189424,1573.2917,-1.0,518106.56,18633160.0,-227.7706,4999.6074,1.642715e-13,,,50,-221.51031,82,True,3483.86,10.0,40850,18633160.0,inf,9.6505246e-05
12589063,1.9606669e-05,,4999.62,22.664072,10.0,-inf,2550152.8,3525.6807868480682,3111.931600823022,3.5775986,8,,312.0,1.0,2550152.8,3111.9316,0.94647616,-inf,0.4189424,1569.9786,-1.0,2550152.8,2661640.8,-243.70816,4999.62,2.6621703e-14,,,50,-237.75,82,True,3111.9316,10.0,40900,2661640.8,inf,1.9606669e-05
12603089,4.9893402e-05,399.7141,4599.9287,260.11575,10.0,-inf,1002136.5,3528.7676677703857,2796.7291295344144,45.959454,9,,280.52,1.0,1002136.5,2397.015,13.036766,-inf,0.4189424,1607.5757,-1.0,1002136.5,51608776.0,-250.11372,4999.6426,1.0156021e-12,,,50,-242.7336,82,True,2796.729,10.0,40950,51608776.0,inf,4.9893402e-05
12618019,0.00014082041,,4999.4927,4571.9204,10.0,-inf,355062.16,3532.1209144592285,2977.8948424729774,641.7455,10,,298.6,1.0,355062.16,2977.895,101.25248,-inf,0.4189424,1540.0249,-1.0,355062.16,141570690.0,-246.27231,4999.4927,1.5440677e-10,,,50,-239.67445,82,True,2977.895,10.0,41000,141570690.0,inf,0.00014082041
12634834,50.0,19.964497,4979.544,98.66856,10.0,-50539913000.0,1.0,3536.495261669159,3355.524092249934,19.285421,1,,336.3,1.0,1.0,3335.5596,13.818689,-15592591.0,0.4189424,1513.9938,-1.0,1.0,128266344.0,-231.6085,4999.5083,0.14500758,,,50,-231.6085,83,True,3355.5242,10.0,41050,13551719.0,610160100.0,50.0
12656788,0.090869635,439.71075,4559.843,1306.2345,10.0,-3.1947734e+18,550.23883,3541.6702449321747,4387.606227545299,183.10997,2,,439.08,1.0,550.23883,3947.8953,30.163136,-3.1947734e+18,0.4189424,1396.8452,-1.0,550.23883,87359720.0,-233.4842,4999.5537,0.0006171232,,,50,-231.45213,83,True,4387.6064,10.0,41100,87359720.0,2.450453e+24,0.090869635
12678823,0.33424872,409.73975,4589.902,19.101814,10.0,-1.389904e+16,149.5892,3546.9255435466766,4403.958617531754,3.3053024,3,,440.7,1.0,149.5892,3994.219,1.052948,-1.389904e+16,0.4189424,1321.9974,-1.0,149.5892,8981750.0,-250.24414,4999.6416,0.00068248884,,,50,-250.02957,83,True,4403.959,10.0,41150,8981750.0,4.6377295e+19,0.33424872
12701147,0.61184394,459.6551,4539.9185,4404.226,10.0,-1021927000000000.0,81.720184,3551.921391248703,4461.7521295692995,616.2425,4,,446.48,1.0,81.720184,4002.0972,94.54823,-1145216700000000.0,0.4189424,1257.227,-1.0,81.720184,494896000.0,-235.74487,4999.5737,3.2102133e-05,,,50,-234.0441,83,True,4461.752,10.0,41200,556717760.0,2.507256e+17,0.61184394
12721405,2.6316643,59.888847,4939.6934,94.587944,10.0,-1537308000000.0,18.999384,3556.485293865204,4047.788076573158,13.88002,5,,405.16,1.0,18.999384,3987.8994,3.7161975,-1543387700000.0,0.4189424,1616.7389,-1.0,18.999384,32100756.0,-248.66368,4999.582,1.7166785e-05,,,50,-245.41765,83,True,4047.788,10.0,41250,32644666.0,567361800000.0,2.6316643
12743821,0.6368243,529.6893,4469.8994,921.0232,10.0,-737026200000000.0,78.51459,3561.617464542389,4480.632392891493,137.44371,6,,448.32,1.0,78.51459,3950.9429,26.810635,-799504940000000.0,0.4189424,1197.4817,-1.0,78.51459,126526856.0,-259.278,4999.589,0.0015301004,,,50,-257.7623,83,True,4480.6323,10.0,41300,124740740.0,1.3041268e+17,0.6368243
12766153,0.79554087,439.67093,4559.868,258.82504,10.0,-440415140000000.0,62.850323,3566.818373441696,4463.564952150766,37.160122,7,,446.64,1.0,62.850323,4023.894,7.9118896,-498730700000000.0,0.4189424,1269.4237,-1.0,62.850323,48110300.0,-251.35483,4999.539,0.001174745,,,50,-250.2054,83,True,4463.565,10.0,41350,50555900.0,4.6568887e+16,0.79554087
12788235,0.68570244,399.7045,4599.957,9.859664,10.0,-190727890000000.0,72.91792,3571.23583650589,4413.67340520985,1.7588896,8,,441.64,1.0,72.91792,4013.9688,0.605496,-192259160000000.0,0.4189424,1419.4031,-1.0,72.91792,5603107.0,-241.11919,4999.6616,6.260788e-05,,,50,-236.30685,83,True,4413.674,10.0,41400,5601251.5,8732874000000000.0,0.68570244
12809141,0.80277526,9.981687,4989.636,464.55627,10.0,-161762140000000.0,62.28393,3575.0431220531464,4177.177718078517,67.21357,9,,418.12,1.0,62.28393,4167.1963,15.253928,-163124620000000.0,0.4189424,1468.4001,-1.0,62.28393,112913640.0,-251.31065,4999.6177,6.1400686e-05,,,50,-249.99855,83,True,4177.1777,10.0,41450,114555390.0,6281991000000000.0,0.80277526
12830787,1.1556197,439.70984,4559.8213,257.3679,10.0,-114153285000000.0,43.266827,3579.116149663925,4326.099397395452,36.002605,10,,432.92,1.0,43.266827,3886.3896,5.759408,-152115130000000.0,0.4189424,1447.2124,-1.0,43.266827,39236900.0,-238.3579,4999.5312,9.271784e-05,,,50,-237.2544,83,True,4326.0996,10.0,41500,41510360.0,3128604000000000.0,1.1556197
12852995,50.0,439.6864,4559.9033,5435.175,10.0,-266832040000.0,1.0,3583.378616333008,4438.557018321773,769.54193,1,,444.16,1.0,1.0,3998.8704,190.16974,-23359498.0,0.4189424,1271.9133,-1.0,1.0,4138398200.0,-246.13333,4999.59,0.030693524,,,50,-246.13333,84,True,4438.557,10.0,41550,21318552.0,16567343000.0,50.0
12876843,0.12738423,,4999.535,145.10353,10.0,-1.7607662e+17,392.51328,3587.485107898712,4767.800034350488,27.488152,2,,476.96,1.0,392.51328,4767.8,5.9496746,-1.7607662e+17,0.4189424,957.34186,-1.0,392.51328,147994990.0,-239.53407,4999.535,1.8019819e-06,,,50,-238.41046,84,True,4767.8,10.0,41600,147994990.0,7.44348e+21,0.12738423
12900312,0.03452313,9.980197,4989.542,52.821938,10.0,-9.87859e+18,1448.3043,3590.866625547409,4691.96222646308,7.4386253,3,,469.38,1.0,1448.3043,4681.9824,1.5516521,-9.87859e+18,0.4189424,1149.2688,-1.0,1448.3043,11532252.0,-239.96298,4999.522,3.0611713e-07,,,50,-236.79776,84,True,4691.9624,10.0,41650,11532252.0,2.3429726e+25,0.03452313
12922628,0.09978579,69.87924,4929.6475,124.20078,10.0,-1.7579207e+17,501.07336,3593.915725708008,4460.818176920412,17.49521,4,,446.32,1.0,501.07336,4390.939,3.5295608,-1.7579207e+17,0.4189424,1366.7183,-1.0,501.07336,27320242.0,-247.97476,4999.527,1.6307057e-09,,,50,-243.17224,84,True,4460.8184,10.0,41700,27320242.0,7.419493e+21,0.09978579
12945873,0.0008802836,29.94197,4969.5015,69.409294,10.0,-inf,56799.88,3596.561465024948,4647.002375979136,10.29753,5,,464.9,1.0,56799.88,4617.0605,2.9467413,-inf,0.4189424,1135.1942,-1.0,56799.88,73171544.0,-246.81009,4999.4434,2.6134887e-07,,,50,-244.02321,84,True,4647.002,10.0,41750,73171544.0,inf,0.0008802836
12970599,0.056790885,2249.2617,2750.268,306.80008,10.0,-2.0659985e+17,880.4229,3599.8869750499725,4943.829949708184,42.92321,6,,494.52,1.0,880.423,2694.568,6.617768,-2.0659985e+17,0.4189424,384.93857,-1.0,880.4229,165375150.0,-247.12138,4999.53,4.3746624e-09,,,50,-244.80078,84,True,4943.83,10.0,41800,165375150.0,1.0247895e+22,0.05679089
12994288,0.08522469,9.9811945,4989.566,6464.2856,10.0,-8.539519e+16,586.68445,3603.138289451599,4735.7601624996905,908.1752,7,,473.78,1.0,586.68445,4725.7793,144.35541,-8.539519e+16,0.4189424,962.3722,-1.0,586.68445,3562669600.0,-240.83658,4999.547,4.221319e-07,,,50,-238.88062,84,True,4735.76,10.0,41850,3562669600.0,1.7507962e+21,0.08522469
13017908,0.04286149,369.7598,4629.6826,21033.2,10.0,-2.2610354e+18,1166.5483,3606.1635348796844,4721.840482404493,2944.628,8,,472.4,1.0,1166.5483,4352.081,420.80566,-2.2610354e+18,0.4189424,971.9165,-1.0,1166.5483,10512993000.0,-269.00064,4999.4424,3.2248864e-09,,,50,-267.60562,84,True,4721.841,10.0,41900,10512993000.0,1.227495e+24,0.04286149
13041529,0.19038111,,4999.536,5.7129574,10.0,-9483083000000000.0,262.6311,3609.3756408691406,4722.392322180251,0.93893206,9,,472.42,1.0,262.6311,4722.3926,0.36943942,-9483083000000000.0,0.4189424,1034.7603,-1.0,262.6311,7508838.0,-244.74388,4999.536,8.3094804e-08,,,50,-240.74756,84,True,4722.3926,10.0,41950,7508838.0,2.1590936e+19,0.19038111
13064940,0.025347177,9.98047,4989.5957,72.55851,10.0,-1.2789938e+20,1972.6062,3612.3066761493683,4680.3576878867725,10.975383,10,,468.22,1.0,1972.6062,4670.377,3.0353646,-1.2789938e+20,0.4189424,1105.3788,-1.0,1972.6062,75259336.0,-256.57584,4999.576,1.2529287e-06,,,50,-255.94171,84,True,4680.3574,10.0,42000,75259336.0,3.9273118e+27,0.025347177
13089324,50.0,1469.534,3529.942,1591.1667,10.0,-1294101000000.0,1.0,3616.204496383667,4875.108171166501,271.89438,1,,487.68,1.0,1.0,3405.574,86.5838,-26141674.0,0.4189424,578.04456,-1.0,1.0,2148437200.0,-246.60626,4999.476,0.06095387,,,50,-246.60626,85,True,4875.108,10.0,42050,24100816.0,400761880000.0,50.0
13112649,0.09069857,,4999.614,14.22931,10.0,-6.592069e+17,551.2766,3619.4444286823273,4662.875108996222,2.1000733,2,,466.5,1.0,551.2766,4662.8755,0.5520488,-6.592069e+17,0.4189424,1075.9525,-1.0,551.2766,13110246.0,-256.45,4999.614,9.823316e-09,,,50,-247.23076,85,True,4662.8755,10.0,42100,13110246.0,1.0432514e+23,0.09069857
13137118,0.3639622,1979.69,3019.837,1626202.1,10.0,-2066397300000.0,137.3769,3622.900728225708,4892.5461578023105,232130.89,3,,489.38,1.0,137.3769,2912.8562,44125.676,-1188998300000000.0,0.4189424,526.92035,-1.0,137.3769,1096199100000.0,-256.59183,4999.527,1.7698997,,,50,-254.54033,85,True,4892.5464,10.0,42150,24424542.0,225993790000.0,0.3639622
13156653,0.22276546,,4999.4004,89.36569,10.0,-5050643000000000.0,224.45131,3625.7061669826508,3902.18117038186,13.400889,4,,390.7,1.0,224.45131,3902.1812,3.2507565,-3480378200000000.0,0.4189424,1655.8982,-1.0,224.45131,79777790.0,-250.02278,4999.4004,7.3959956e-07,,,50,-247.6565,85,True,3902.1812,10.0,42200,92601176.0,6.1250967e+18,0.22276546
13176482,0.12737505,359.6707,4639.9014,328.50616,10.0,-7.623987e+16,392.54153,3628.4397854804993,3960.8577237278064,45.935062,5,,396.58,1.0,392.54153,3601.1873,7.4125257,-7.623987e+16,0.4189424,1553.8035,-1.0,392.54153,184589760.0,-245.4167,4999.5723,3.0019727e-08,,,50,-244.11508,85,True,3960.8582,10.0,42250,184589760.0,1.395482e+21,0.12737505
13198158,0.054807,489.56998,4509.7407,105.85591,10.0,-2.3320614e+18,912.2922,3631.3676550388336,4330.989242125174,15.764538,6,,433.52,1.0,912.29224,3841.4197,3.5784028,-2.3320614e+18,0.4189424,1357.9482,-1.0,912.2922,87731896.0,-232.06575,4999.3105,6.813303e-07,,,50,-228.75322,85,True,4330.9893,10.0,42300,87731896.0,1.3059625e+24,0.054807004
13218211,0.20387182,89.864944,4909.6387,28.347631,10.0,-2.6301877e+16,245.25214,3634.2993738651276,4006.4719262317985,5.4052324,7,,401.06,1.0,245.25214,3916.6072,1.7477541,-2.6301877e+16,0.4189424,1599.7251,-1.0,245.25214,42869624.0,-261.13657,4999.5034,4.767803e-08,,,50,-259.54657,85,True,4006.472,10.0,42350,42869624.0,1.6609527e+20,0.20387182
13238091,0.045964736,379.70953,4619.6675,447.3324,10.0,-8.334139e+18,1087.7904,3637.3657677173615,3970.7354025290283,62.58521,8,,397.6,1.0,1087.7904,3591.0264,9.631942,-8.334139e+18,0.4189424,1527.0585,-1.0,1087.7904,238933230.0,-258.7907,4999.377,6.524796e-09,,,50,-255.1147,85,True,3970.7354,10.0,42400,238933230.0,1.6678202e+25,0.045964736
13257429,0.070748046,9.981492,4989.371,547.9326,10.0,-7.889123e+17,706.7333,3640.2034828662872,3862.0887482020025,76.63077,9,,386.76,1.0,706.7333,3852.1072,12.799801,-7.889123e+17,0.4189424,1672.0762,-1.0,706.7333,318779620.0,-245.89578,4999.3525,3.633357e-08,,,50,-244.79852,85,True,3862.0889,10.0,42450,318779620.0,1.4944922e+23,0.070748046
13278530,0.045680825,,4999.536,56.06203,10.0,-7.813283e+18,1094.5511,3643.01296210289,4216.132553352066,8.260823,10,,422.02,1.0,1094.5511,4216.1323,1.922449,-7.813283e+18,0.4189424,1416.2677,-1.0,1094.5511,47146504.0,-234.5486,4999.536,4.173313e-09,,,50,-228.2787,85,True,4216.1323,10.0,42500,47146504.0,1.4656813e+25,0.045680825
13298470,50.0,9.9796715,4989.36,4326.824,10.0,-3739915000000.0,1.0,3646.0074474811554,3982.7126305928173,614.7279,1,,398.8,1.0,1.0,3972.7334,137.86313,-20103140.0,0.4189424,1483.3748,-1.0,1.0,3372171800.0,-243.67293,4999.3394,0.11251577,,,50,-243.67293,86,True,3982.7124,10.0,42550,18062400.0,3352592400000.0,50.0
13318941,0.007046023,399.75262,4599.517,2514.6653,10.0,-5.324538e+21,7096.2017,3649.1250545978546,4089.9012632250005,355.04767,2,,409.42,1.0,7096.2017,3690.1492,61.927616,-5.324538e+21,0.4189424,1493.0809,-1.0,7096.2017,1543635800.0,-238.51935,4999.2695,1.5841023e-08,,,50,-237.78954,86,True,4089.9014,10.0,42600,1543635800.0,6.808146e+30,0.007046023
13340534,0.08219384,429.7287,4569.7,265.52954,10.0,-1.9139742e+16,608.3181,3652.1191856861115,4314.5286112584245,37.310852,3,,431.86,1.0,608.3181,3884.8003,6.4997725,-1.9139742e+16,0.4189424,1315.691,-1.0,608.3181,149375380.0,-247.5989,4999.4287,8.427522e-10,,,50,-244.0678,86,True,4314.529,10.0,42650,149375380.0,8.795933e+19,0.08219384
13360980,0.00047214716,19.964197,4979.462,32.07995,10.0,-inf,105899.19,3655.21724152565,4084.761545245157,6.433694,4,,408.92,1.0,105899.19,4064.7969,1.819075,-inf,0.4189424,1546.3022,-1.0,105899.19,43309756.0,-226.32639,4999.4263,3.2782495e-07,,,50,-220.5739,86,True,4084.7615,10.0,42700,43309756.0,inf,0.00047214716
13379721,0.060714457,409.6798,4589.6133,516.33984,10.0,-2.555339e+17,823.5271,3658.342924594879,3742.889030736994,74.052925,5,,374.82,1.0,823.5271,3333.2095,13.236289,-2.555339e+17,0.4189424,1707.3096,-1.0,823.5271,329714600.0,-245.31517,4999.293,2.3194538e-07,,,50,-248.43855,86,True,3742.8887,10.0,42750,329714600.0,1.5680288e+22,0.060714457
13399690,0.030044407,,4999.408,510.01294,10.0,-5.8317195e+18,1664.2032,3661.130619764328,3989.3436786521065,71.42226,6,,399.38,1.0,1664.2032,3989.3435,11.012692,-5.8317195e+18,0.4189424,1692.148,-1.0,1664.2032,182986980.0,-246.3795,4999.408,5.898941e-07,,,50,-239.28433,86,True,3989.3435,10.0,42800,182986980.0,8.1660133e+24,0.030044407
13417744,0.04611847,379.7057,4619.4766,150.8838,10.0,-4.1088618e+18,1084.1643,3664.0110580921173,3604.4352253972966,21.104282,7,,361.08,1.0,1084.1643,3224.7295,3.3132517,-4.1088618e+18,0.4189424,1662.0021,-1.0,1084.1643,79043384.0,-238.79315,4999.182,1.5555657e-11,,,50,-233.04945,86,True,3604.435,10.0,42850,79043384.0,4.0545108e+24,0.04611847
13436171,0.029726619,19.964447,4979.516,117.96474,10.0,-4.0663344e+19,1681.994,3666.741476535797,3679.487064526454,23.27518,8,,368.54,1.0,1681.9941,3659.5227,6.8982415,-4.0663344e+19,0.4189424,1759.1885,-1.0,1681.994,150160540.0,-243.19853,4999.4805,1.5353697e-09,,,50,-245.50208,86,True,3679.4873,10.0,42900,150160540.0,3.9700688e+26,0.029726623
13454765,0.007469425,389.62726,4609.7417,16.805157,10.0,-7.4099885e+20,6693.955,3669.463321685791,3711.967665561783,2.5750103,9,,371.88,1.0,6693.9556,3322.34,0.6876552,-7.4099885e+20,0.4189424,1533.6892,-1.0,6693.955,12496381.0,-233.07843,4999.369,1.00574646e-07,,,50,-230.40045,86,True,3711.9678,10.0,42950,12496381.0,1.3184554e+29,0.007469426
13474932,0.03375348,339.73303,4659.6724,9.39582,10.0,-1.6228175e+18,1481.3287,3672.531187772751,4027.6832858707226,1.3250705,10,,403.34,1.0,1481.3287,3687.9507,0.27419138,-1.6228175e+18,0.4189424,1415.316,-1.0,1481.3287,5944598.5,-254.78975,4999.4053,4.0465454e-11,,,50,-249.06052,86,True,4027.683,10.0,43000,5944598.5,6.3234956e+23,0.03375348
13492865,50.0,369.75064,4629.638,117258910.0,10.0,-5.765819e+21,1.0,3675.416043281555,3580.700459862829,16408624.0,1,,358.66,1.0,1.0,3210.95,2415675.5,-17911980.0,0.4189424,1746.3641,-1.0,1.0,55302636000000.0,-240.6973,4999.3887,0.082438976,,,50,-240.6973,87,True,3580.7007,10.0,43050,15871203.0,7.982624e+30,50.0
13513503,6.3057615e-35,1339.738,3659.7239,205.12897,10.0,-inf,7.929257e+35,3678.3994426727295,4121.762275640528,28.714102,2,,412.76,1.0,7.929257e+35,2782.0242,4.1352167,-inf,0.4189424,1040.5824,-1.0,7.929257e+35,103340480.0,-249.06369,4999.462,,,,50,-230.16565,87,True,4121.7627,10.0,43100,103340480.0,inf,6.3057615e-35
13533802,,1099.5941,3899.977,13.353337,10.0,-inf,inf,3680.6797609329224,4053.3852028302485,1.903128,3,,405.98,1.0,inf,2953.791,0.3617884,-inf,0.4189424,1133.1663,-1.0,inf,9041890.0,-249.2301,4999.5713,6.3161472e-37,,,50,-248.55081,87,True,4053.3853,10.0,43150,9041890.0,inf,
13550633,,,4999.515,3239.6528,10.0,-inf,inf,3683.0249173641205,3358.794058265037,519.12415,4,,336.62,1.0,inf,3358.794,102.47049,-inf,0.4189424,1484.7905,-1.0,inf,1641966300.0,-267.3576,4999.515,1.7388898e-35,,,50,-243.89494,87,True,3358.794,10.0,43200,1641966300.0,inf,
13570241,,539.65045,4459.8467,0.12162515,10.0,-inf,inf,3685.0119404792786,3914.800618017986,0.017442591,5,,392.16,1.0,inf,3375.1504,0.0035177125,-inf,0.4189424,1171.2684,-1.0,inf,84756.05,-249.0938,4999.497,6.8256553e-38,,,50,-246.06718,87,True,3914.8005,10.0,43250,84756.05,inf,
13588405,,9.979687,4989.6816,1.0250322,10.0,-inf,inf,3687.0247147083282,3624.9995017713563,0.14626323,6,,363.28,1.0,inf,3615.0198,0.027782574,-inf,0.4189424,1260.476,-1.0,inf,181996.81,-266.09836,4999.661,8.811218e-37,,,50,-238.8259,87,True,3624.9998,10.0,43300,181996.81,inf,
13606555,,9.980364,4989.6226,7.0577908,10.0,-inf,inf,3689.042284965515,3623.0107662036253,0.99629754,7,,363.0,1.0,inf,3613.0303,0.17950934,-inf,0.4189424,1343.4608,-1.0,inf,3973121.5,-245.95522,4999.603,,,,50,-239.12859,87,True,3623.011,10.0,43350,3973121.5,inf,
13625249,,1159.7043,3839.7253,46.27608,10.0,-inf,inf,3691.004863500595,3731.4303541659147,6.705133,8,,373.88,1.0,inf,2571.726,1.2751138,-inf,0.4189424,1262.463,-1.0,inf,31867532.0,-266.82654,4999.4297,3.1307297e-37,,,50,-235.67801,87,True,3731.4307,10.0,43400,31867532.0,inf,
13643823,5.250377e-34,629.7659,4369.859,30.42278,10.0,-inf,9.523125e+34,3693.04891705513,3707.983607695388,4.2915473,9,,371.48,1.0,9.523125e+34,3078.2178,0.75886697,-inf,0.4189424,1361.1119,-1.0,9.523125e+34,18957706.0,-275.49896,4999.625,,,,50,-230.33415,87,True,3707.9836,10.0,43450,18957706.0,inf,5.250377e-34
13661172,,9.979737,4989.682,639.3824,10.0,-inf,inf,3695.070181131363,3462.024940142111,89.4827,10,,346.98,1.0,inf,3452.0454,13.043902,-inf,0.4189424,1436.6453,-1.0,inf,12030530.0,-287.09802,4999.662,8.999303e-38,,,50,-257.36847,87,True,3462.0247,10.0,43500,12030530.0,inf,
13679675,50.0,449.65997,4549.924,117.77409,10.0,-29510347000.0,1.0,3696.986026763916,3693.7377708772938,21.0849,1,,370.06,1.0,1.0,3244.0774,11.753395,-17518642.0,0.4189424,1354.2552,-1.0,1.0,84339096.0,-248.13022,4999.584,0.06781038,,,50,-248.13022,88,True,3693.7378,10.0,43550,15477705.0,207882750.0,50.0
13704136,2.8076258,2439.7358,2559.8696,172.14651,10.0,-2740022000000.0,17.808641,3699.193571805954,4890.562307115542,27.502567,2,,489.22,1.0,17.808641,2450.8264,6.8006577,-2771815500000.0,0.4189424,451.75095,-1.0,17.808641,101142430.0,-251.2,4999.6055,0.00044360277,,,50,-249.3383,88,True,4890.562,10.0,43600,102082820.0,1802288800000.0,2.8076258
13727859,0.8289357,19.967258,4979.564,45.728573,10.0,-1446483600000000.0,60.318314,3701.7259287834167,4742.7291090164645,6.761123,3,,474.46,1.0,60.31831,4722.7617,1.4989374,-1557949900000000.0,0.4189424,949.48254,-1.0,60.318314,23614918.0,-251.51978,4999.5312,0.0012301083,,,50,-251.54779,88,True,4742.729,10.0,43650,26768030.0,5.02344e+17,0.8289356
13751938,0.040380314,2529.6726,2469.8381,93.66158,10.0,-4.756936e+19,1238.2272,3704.656298160553,4813.724405993276,13.943205,4,,481.58,1.0,1238.2272,2284.0518,2.936939,-4.756936e+19,0.4189424,552.41534,-1.0,1238.2272,36811976.0,-246.0637,4999.5107,5.0465227e-05,,,50,-244.31276,88,True,4813.7246,10.0,43700,36811976.0,5.432951e+26,0.040380314
13775847,0.08981084,1159.5203,3840.056,332.53833,10.0,-6.8084495e+17,556.72565,3707.521189928055,4779.951318669965,57.890587,5,,478.18,1.0,556.72565,3620.431,13.953869,-6.8084495e+17,0.4189424,758.65656,-1.0,556.72565,75514490.0,-244.97667,4999.576,4.9484936e-07,,,50,-237.71716,88,True,4779.951,10.0,43750,75514490.0,1.1128969e+23,0.08981084
13798928,0.6105801,,4999.476,5554.396,10.0,-2741004000000000.0,81.889336,3710.145703792572,4613.585229262756,777.3877,6,,461.62,1.0,81.889336,4613.585,116.399635,-2803828700000000.0,0.4189424,975.0749,-1.0,81.889336,1151849700.0,-251.15231,4999.476,0.00039121535,,,50,-247.20415,88,True,4613.585,10.0,43800,1138445400.0,1.8038993e+18,0.6105801
13822832,0.7657209,339.79593,4659.839,1430.061,10.0,-111727590000000.0,65.29794,3712.5186994075775,4778.78924407568,213.24403,7,,478.08,1.0,65.29794,4438.9937,40.592545,-118231360000000.0,0.4189424,751.91437,-1.0,65.29794,581712640.0,-241.11974,4999.635,0.00021361078,,,50,-240.3887,88,True,4778.789,10.0,43850,597532600.0,2996777500000000.0,0.7657209
13847092,0.6199961,359.64694,4639.9683,49.67427,10.0,-608247560000000.0,80.645676,3714.8083288669586,4850.523565210081,6.9377713,8,,485.2,1.0,80.645676,4490.8765,1.1359696,-612820200000000.0,0.4189424,714.33405,-1.0,80.645676,11387759.0,-246.86967,4999.615,0.00034156788,,,50,-242.90668,88,True,4850.5234,10.0,43900,11373486.0,8.881897e+16,0.6199961
13871105,1.4934278,819.4804,4180.048,96.88128,10.0,-48812786000000.0,33.480026,3717.0590410232544,4800.720892172301,14.341557,9,,480.26,1.0,33.480026,3981.2407,3.073192,-49324436000000.0,0.4189424,712.9542,-1.0,33.480026,37231010.0,-261.49356,4999.5283,7.698081e-05,,,50,-260.23044,88,True,4800.721,10.0,43950,38052932.0,572060000000000.0,1.4934278
13893691,1.6519293,439.6598,4559.985,13.735658,10.0,-60337170000000.0,30.267637,3718.9254825115204,4514.797804520329,2.8453033,10,,451.72,1.0,30.26764,4075.1382,1.0368624,-65973042000000.0,0.4189424,1250.7666,-1.0,30.267637,7380153.0,-235.14697,4999.6445,4.514158e-05,,,50,-232.38385,88,True,4514.798,10.0,44000,7197562.5,873985850000000.0,1.6519294
13916948,50.0,389.72015,4609.8833,324850940.0,10.0,-2.7328739e+22,1.0,3721.3026690483093,4648.612008164052,45476864.0,1,,465.14,1.0,1.0,4258.8916,7068214.0,-24463422.0,0.4189424,901.58954,-1.0,1.0,118303096000000.0,-240.76913,4999.6035,0.050806228,,,50,-240.76913,89,True,4648.612,10.0,44050,22422458.0,1.7930325e+32,50.0
13939549,0.56158465,9.980263,4989.632,12.936575,10.0,-1346221900000000.0,89.03377,3723.5800154209137,4517.0465798850355,1.8374027,2,,452.02,1.0,89.03377,4507.066,0.44995543,-2626078000000000.0,0.4189424,1179.299,-1.0,89.03377,10752361.0,-252.19247,4999.6123,1.9884063e-05,,,50,-246.72104,89,True,4517.0464,10.0,44100,4677742.5,4.3509015e+17,0.56158465
13962526,0.022799812,369.74548,4629.7095,50.14338,10.0,-2.9402968e+20,2193.0005,3725.9337742328644,4592.63605655175,7.11789,3,,459.54,1.0,2193.0005,4222.8906,1.5342678,-2.9402968e+20,0.4189424,1079.5887,-1.0,2193.0005,38285800.0,-252.47052,4999.455,2.4145593e-05,,,50,-248.5412,89,True,4592.6357,10.0,44150,38285800.0,2.0757873e+28,0.022799812
13983104,0.73317224,309.72894,4689.909,340.17758,10.0,-2662913500000000.0,68.1968,3728.087611436844,4111.836176608667,52.03911,4,,411.56,1.0,68.1968,3802.1072,13.073291,-927870900000000.0,0.4189424,1616.7576,-1.0,68.1968,296453660.0,-237.39122,4999.638,0.0002705366,,,50,-234.81424,89,True,4111.8364,10.0,44200,537851900.0,1.702358e+18,0.73317224
14007217,0.6401878,399.6957,4599.806,297.81488,10.0,-242882040000000.0,78.10208,3730.463458776474,4820.907104475142,41.637077,5,,482.26,1.0,78.10208,4421.2114,6.506777,-581961800000000.0,0.4189424,776.6126,-1.0,78.10208,162608430.0,-258.2495,4999.502,6.3004845e-06,,,50,-254.31361,89,True,4820.907,10.0,44250,117328840.0,1.4163629e+16,0.6401878
14030361,1.5857551,469.54724,4529.859,7.300966,10.0,-27938210000000.0,31.53072,3732.7281992435455,4626.330621631319,1.6834692,6,,462.88,1.0,31.53072,4156.783,0.68890333,-29340243000000.0,0.4189424,1056.2744,-1.0,31.53072,17169452.0,-242.09163,4999.4062,2.751377e-05,,,50,-241.95476,89,True,4626.33,10.0,44300,17090654.0,187419240000000.0,1.5857551
